order_id,product_name,category,brand,color,size,gender,material,season,unit_price,discount,quantity,total_sales,order_date,shipping_date,region,payment_method,order_status,customer_rating,return_reason,invalid_price_flag,invalid_quantity_flag,calculated_Revenue,year,month,day,invalid_date_flag
ORD-40987,T-Shirt,T-Shirt,Puma,Red,Medium,Unisex,Leather,Summer,323.51,0.4,4.0,776.42,2022-07-22,2023-12-26,Kuwait,Cash,Pending,3.2,,False,False,1293.44,,,,False
ORD-60347,Jacket,Jacket,Uniqlo,Grey,Extra Extra Large,Male,Wool,Autumn,291.91,0.2,14.0,3269.39,2024-12-18,2024-12-23,Cairo,Installment,Returned,1.8,Late Delivery,False,False,4085.94,2024.0,12.0,Wednesday,False
ORD-47239,Sweater,Sweater,Uniqlo,White,Extra Extra Large,Male,Denim,Spring,183.76,0.02,18.0,3241.53,2022-12-29,2023-01-06,Doha,Online,Delivered,3.6,Changed Mind,False,False,3306.7,2022.0,12.0,Thursday,False
ORD-30383,Hoodie,Hoodie,Zara,Blue,Large,Male,Linen,Winter,408.15,0.36,15.0,3918.24,2024-03-08,2024-03-13,Beirut,Installment,Pending,2.8,,False,False,6121.61,2024.0,3.0,Friday,False
ORD-56927,Shorts,Shorts,Nike,Blue,Large,Kids,Wool,Winter,282.24,0.0,5.0,1411.2,2023-05-29,2023-05-31,Beirut,Cash,Returned,3.8,,False,False,1410.2,2023.0,5.0,Monday,False
ORD-24374,Dress,Dress,H&M,Grey,Medium,Unisex,Denim,Autumn,246.59,0.43,5.0,702.78,2022-08-08,2022-08-11,Doha,Installment,Pending,4.0,Defective,False,False,1232.38,2022.0,8.0,Monday,False
ORD-70020,T-Shirt,T-Shirt,Mango,Purple,Extra Large,Female,Denim,Summer,382.4,0.14,8.0,2630.91,2024-03-26,2024-03-29,Doha,Cash,Delivered,2.8,,False,False,3058.3399999999997,2024.0,3.0,Tuesday,False
ORD-53408,T-Shirt,T-Shirt,Zara,White,Extra Extra Large,Kids,Silk,Winter,407.48,0.11,9.0,3263.91,2024-06-14,2024-06-22,Alexandria,Cash,Cancelled,1.3,,False,False,3666.4300000000003,2024.0,6.0,Friday,False
ORD-74434,Shorts,Shorts,Mango,UnKnown,Extra Extra Large,Unisex,Denim,Autumn,192.58,0.34,3.0,381.31,2022-08-18,2022-09-01,Cairo,Debit Card,Pending,3.5,,False,False,577.08,2022.0,8.0,Thursday,False
ORD-70537,Coat,Coat,Forever21,Blue,Extra Large,Male,Polyester,Winter,257.89,0.04,6.0,1485.45,2022-07-22,2024-03-29,Alexandria,Online,Pending,4.7,Late Delivery,False,False,1546.3799999999999,,,,False
ORD-57878,Sweater,Sweater,Zara,Red,Large,Unisex,Nylon,Autumn,475.3,0.15,15.0,6060.0,2023-01-26,2023-06-02,Dubai,Installment,Pending,4.7,Changed Mind,False,False,7128.65,2023.0,1.0,Thursday,False
ORD-69347,Hoodie,Hoodie,Adidas,Grey,Extra Large,Female,Wool,Winter,350.22,0.25,5.0,1313.33,2024-04-22,2024-05-05,Amman,Cash,Returned,3.1,Defective,False,False,1750.3500000000001,2024.0,4.0,Monday,False
ORD-31094,T-Shirt,T-Shirt,Levi'S,Grey,Extra Extra Large,Female,Leather,Winter,90.61,0.13,18.0,1418.95,2022-05-03,2022-11-05,Kuwait,Installment,Processing,1.5,,False,False,1630.1100000000001,2022.0,5.0,Tuesday,False
ORD-74711,Blazer,Blazer,Puma,White,Small,Male,Linen,,255.19,0.26,8.0,1510.72,2022-04-06,2024-10-05,Alexandria,Credit Card,Pending,2.1,Changed Mind,False,False,2040.78,2022.0,4.0,Wednesday,False
ORD-91959,Sweater,Sweater,Zara,Purple,Extra Small,Unisex,Wool,Summer,119.46,0.14,13.0,1335.56,2022-03-15,2022-03-26,Dubai,Online,Pending,2.2,Wrong Size,False,False,1552.1200000000001,2022.0,3.0,Tuesday,False
ORD-69421,Skirt,Skirt,Forever21,Green,Medium,Unisex,Silk,Autumn,16.51,0.18,5.0,,2023-10-19,2023-10-31,Doha,Online,Delivered,2.7,,False,False,81.73000000000002,2023.0,10.0,Thursday,False
ORD-31870,Jacket,Jacket,H&M,Red,Large,Unisex,Polyester,Autumn,418.25,0.0,7.0,2664.25,2022-01-13,2022-01-23,Kuwait,Online,Pending,1.0,Wrong Size,False,False,2926.75,2022.0,1.0,Thursday,False
ORD-39764,Jeans,Jeans,Forever21,Green,Large,Male,Denim,Autumn,217.68,0.04,10.0,2089.73,2022-09-29,2022-10-11,Dubai,Credit Card,Cancelled,2.3,Late Delivery,False,False,2175.84,2022.0,9.0,Thursday,False
ORD-51505,Blazer,Blazer,Zara,Black,Large,Female,Polyester,Winter,349.43,0.32,11.0,2613.74,2022-07-22,2025-01-04,Casablanca,Debit Card,Processing,4.4,Changed Mind,False,False,3843.05,,,,False
ORD-49077,Sweater,Sweater,Nike,Pink,Large,Unisex,Cotton,Summer,12.65,0.0,4.0,40.48,2024-05-23,2024-06-03,Amman,Debit Card,Delivered,2.1,,False,False,49.6,2024.0,5.0,Thursday,False
ORD-46835,Shorts,Shorts,Levi'S,Green,Extra Extra Large,Male,Silk,Winter,25.42,0.36,10.0,162.69,2024-05-30,2024-05-31,Doha,Online,Pending,0.0,,False,False,253.56000000000003,2024.0,5.0,Thursday,False
ORD-74312,Jacket,Jacket,Puma,Blue,Extra Small,Male,Denim,Summer,379.95,0.39,4.0,927.08,2022-07-22,2023-11-27,Kuwait,Installment,Returned,2.2,,False,False,1519.19,,,,False
ORD-80817,Skirt,Skirt,Puma,Green,Extra Small,Unisex,Silk,Summer,408.76,0.07,9.0,3421.32,2023-05-24,2023-05-30,Kuwait,Installment,Processing,1.3,,False,False,3677.9100000000003,2023.0,5.0,Wednesday,False
ORD-11637,Sweater,Sweater,Adidas,Blue,Small,Male,Linen,Summer,356.97,0.32,6.0,1456.44,2024-12-16,2024-12-21,Kuwait,Cash,Pending,4.1,,False,False,2141.1400000000003,2024.0,12.0,Monday,False
ORD-83619,Dress,Dress,Mango,Red,Large,Kids,Linen,Summer,300.24,0.25,15.0,3377.7,2023-07-06,2023-07-16,Casablanca,Debit Card,Processing,4.2,Late Delivery,False,False,4502.85,2023.0,7.0,Thursday,False
ORD-36864,Coat,Coat,Gucci,Pink,Extra Large,Unisex,Silk,Autumn,292.9,0.23,20.0,4510.66,2024-08-09,2024-08-19,Beirut,Credit Card,Processing,0.0,Changed Mind,False,False,5857.23,2024.0,8.0,Friday,False
ORD-43467,Shorts,Shorts,Mango,Blue,Medium,Unisex,Denim,Autumn,358.2,0.06,9.0,3030.37,2022-08-19,2022-09-01,Cairo,Credit Card,Returned,0.0,,False,False,3222.8599999999997,2022.0,8.0,Friday,False
ORD-49040,T-Shirt,T-Shirt,Gucci,Black,Medium,Male,Linen,Winter,38.39,0.18,10.0,-314.8,2023-08-19,2023-08-24,Casablanca,Cash,Cancelled,2.7,,False,False,383.08,2023.0,8.0,Saturday,False
ORD-35525,Jeans,Jeans,Mango,UnKnown,Extra Extra Large,Kids,Nylon,Autumn,323.74,0.22,7.0,,2024-11-27,2024-12-02,Doha,Cash,Returned,4.4,Late Delivery,False,False,2265.4,2024.0,11.0,Wednesday,False
ORD-50320,Jacket,Jacket,Levi'S,Pink,Extra Extra Large,Female,Silk,Autumn,371.02,0.46,7.0,1402.46,2023-03-31,2023-06-04,Amman,Installment,Processing,3.9,,False,False,2596.6,2023.0,3.0,Friday,False
ORD-58190,Coat,Coat,Nike,Pink,Small,Female,Denim,Spring,172.85,0.21,2.0,273.1,2023-09-02,2023-09-08,Beirut,Installment,Delivered,4.1,,False,False,344.90999999999997,2023.0,9.0,Saturday,False
ORD-99954,Coat,Coat,Nike,White,Large,Male,Denim,Summer,406.81,0.38,14.0,3531.11,2023-09-16,2024-10-05,Dubai,Installment,Pending,0.0,,False,False,5694.72,2023.0,9.0,Saturday,False
ORD-90091,Sweater,Sweater,H&M,UnKnown,Extra Extra Large,Female,Nylon,Spring,297.53,0.16,19.0,,2023-01-15,2023-01-21,Cairo,Installment,Delivered,4.0,,False,False,5652.23,2023.0,1.0,Sunday,False
ORD-16576,T-Shirt,T-Shirt,Puma,Purple,Small,Kids,Linen,Spring,203.02,0.28,14.0,,2022-07-22,2022-10-26,Kuwait,Online,Cancelled,4.6,,False,False,2841.5600000000004,,,,False
ORD-47215,Shorts,Shorts,Uniqlo,White,Extra Extra Large,Unisex,Polyester,Summer,306.71,0.09,11.0,3070.17,2023-12-25,2024-01-04,Tunis,Credit Card,Delivered,4.4,,False,False,3372.9,2023.0,12.0,Monday,False
ORD-19557,Blazer,Blazer,Forever21,Pink,Extra Large,Male,Wool,Summer,460.18,0.07,8.0,,2022-11-23,2022-11-28,Doha,Cash,Delivered,3.0,Changed Mind,False,False,3680.51,2022.0,11.0,Wednesday,False
ORD-69522,Blazer,Blazer,Mango,Yellow,Large,Male,Silk,,336.87,0.19,2.0,545.73,2022-02-27,2022-03-09,Amman,Cash,Returned,4.5,Defective,False,False,672.9300000000001,2022.0,2.0,Sunday,False
ORD-29186,Hoodie,Hoodie,Nike,Pink,Extra Extra Large,Kids,Polyester,Summer,497.96,0.15,17.0,7195.52,2023-10-29,2024-10-05,Amman,Online,Pending,2.4,,False,False,8464.47,2023.0,10.0,Sunday,False
ORD-28443,Coat,Coat,Levi'S,Red,Extra Small,Kids,Linen,Winter,223.85,0.07,14.0,2914.53,2023-12-12,2024-10-05,Alexandria,Credit Card,Cancelled,5.0,Late Delivery,False,False,3132.9700000000003,2023.0,12.0,Tuesday,False
ORD-73844,Dress,Dress,Nike,Blue,Extra Extra Large,Female,Wool,Summer,328.48,0.44,5.0,919.74,2024-10-15,2024-10-23,Amman,Installment,Delivered,2.0,Changed Mind,False,False,1641.8400000000001,2024.0,10.0,Tuesday,False
ORD-66376,Blazer,Blazer,Zara,Red,Extra Small,Kids,Nylon,Summer,179.64,0.26,10.0,1329.34,2022-01-19,2022-01-21,Amman,Installment,Cancelled,2.2,,False,False,1795.6599999999999,2022.0,1.0,Wednesday,False
ORD-52204,Jeans,Jeans,H&M,Blue,Extra Extra Large,Unisex,Denim,Winter,492.89,0.32,15.0,5027.48,2023-04-29,2024-10-05,Riyadh,Credit Card,Delivered,1.3,,False,False,7392.669999999999,2023.0,4.0,Saturday,False
ORD-98248,Coat,Coat,Puma,White,Extra Large,Female,Polyester,Spring,353.84,0.28,1.0,251.23,2022-01-17,2022-01-22,Kuwait,Credit Card,Pending,2.9,Wrong Size,False,False,353.11999999999995,2022.0,1.0,Monday,False
ORD-88929,Sweater,Sweater,Uniqlo,Blue,Large,Unisex,Leather,Autumn,135.19,0.21,1.0,106.8,2022-01-06,2022-01-20,Beirut,Credit Card,Cancelled,3.3,,False,False,134.4,2022.0,1.0,Thursday,False
ORD-97097,T-Shirt,T-Shirt,Uniqlo,Red,Extra Small,Male,Linen,Spring,227.74,0.01,17.0,3832.86,2024-03-10,2024-10-05,Cairo,Installment,Pending,3.2,,False,False,3870.59,2024.0,3.0,Sunday,False
ORD-44225,Jacket,Jacket,H&M,Purple,Large,Unisex,Silk,Spring,494.05,0.38,3.0,919.0,2024-02-20,2024-02-29,Doha,Installment,Delivered,2.0,Changed Mind,False,False,1481.5300000000002,2024.0,2.0,Tuesday,False
ORD-65469,Jeans,Jeans,Uniqlo,Red,Small,Kids,Denim,Summer,298.04,0.23,6.0,,2022-11-16,2024-10-05,Beirut,Online,Pending,1.2,,False,False,1787.4700000000003,2022.0,11.0,Wednesday,False
ORD-50851,Coat,Coat,Uniqlo,Black,Extra Small,Unisex,Leather,,398.09,0.01,11.0,4335.2,2024-08-27,2024-09-01,Casablanca,Debit Card,Pending,1.4,,False,False,4378.0,2024.0,8.0,Tuesday,False
ORD-40187,Shorts,Shorts,Levi'S,White,Extra Small,Kids,Wool,Spring,177.84,0.5,7.0,622.44,2024-01-28,2024-01-31,Kuwait,Installment,Processing,3.5,,False,False,1244.38,2024.0,1.0,Sunday,False
ORD-20398,Jacket,Jacket,Gucci,Brown,Large,Kids,Silk,Spring,20.91,0.31,14.0,201.99,2024-01-15,2024-01-19,Alexandria,Credit Card,Delivered,1.5,,False,False,292.05,2024.0,1.0,Monday,False
ORD-88221,Hoodie,Hoodie,Mango,Purple,Large,Male,Polyester,Summer,324.73,0.09,9.0,2659.54,2022-04-14,2024-10-05,Riyadh,Online,Processing,4.4,Defective,False,False,2921.6600000000003,2022.0,4.0,Thursday,False
ORD-48057,T-Shirt,Tshirts,Adidas,Pink,Extra Large,Unisex,Linen,Spring,362.04,0.0,6.0,2172.24,2023-04-13,2023-04-25,Tunis,Credit Card,Processing,2.9,,False,False,2171.2400000000002,2023.0,4.0,Thursday,False
ORD-81720,Jacket,Jacket,Mango,Brown,Extra Extra Large,Unisex,Polyester,Autumn,433.96,0.19,13.0,4569.6,2022-05-18,2022-05-29,Amman,Installment,Returned,1.9,,False,False,5640.669999999999,2022.0,5.0,Wednesday,False
ORD-64662,Jeans,Jeans,Forever21,UnKnown,Medium,Female,Wool,Autumn,227.79,0.0,11.0,-2280.18,2024-05-16,2024-05-21,Tunis,Online,Delivered,2.2,,False,False,2504.69,2024.0,5.0,Thursday,False
ORD-64930,Coat,Coat,Levi'S,Green,Large,Female,Silk,Autumn,462.34,0.0,4.0,1183.59,2023-01-01,2023-01-06,Doha,Online,Cancelled,3.7,Changed Mind,False,False,1848.36,2023.0,1.0,Sunday,False
ORD-36577,Coat,Coat,Nike,Grey,Medium,Unisex,Silk,Autumn,371.19,0.12,8.0,2613.18,2023-02-28,2023-03-04,Dubai,Credit Card,Pending,4.5,,False,False,2968.64,2023.0,2.0,Tuesday,False
ORD-16256,T-Shirt,T-Shirt,Zara,Brown,Extra Large,Unisex,Silk,Autumn,243.03562104022396,0.42,9.0,1924.46,2023-12-27,2023-12-29,Amman,Installment,Delivered,3.5,,False,False,2186.7405893620157,2023.0,12.0,Wednesday,False
ORD-31165,Skirt,Skirt,Levi'S,Grey,Large,Unisex,Cotton,Winter,150.91,0.13,1.0,131.29,2022-07-22,2024-01-24,Kuwait,Credit Card,Returned,3.5,Defective,False,False,150.04,,,,False
ORD-67962,Blazer,Blazer,Levi'S,Green,Small,Female,Silk,Autumn,414.74,0.47,20.0,,2022-07-10,2022-10-12,Kuwait,Cash,Cancelled,4.7,,False,False,8294.269999999999,2022.0,7.0,Sunday,False
ORD-58105,Skirt,Skirt,Gucci,Pink,Small,Female,Cotton,Autumn,307.0,0.25,2.0,461.21,2023-03-29,2023-06-04,Amman,Cash,Cancelled,3.6,,False,False,613.25,2023.0,3.0,Wednesday,False
ORD-12820,Shorts,Shorts,Puma,Yellow,Extra Small,Kids,Polyester,Autumn,161.86,0.41,19.0,1814.45,2022-04-25,2022-05-05,Tunis,Credit Card,Returned,1.5,Late Delivery,False,False,3074.75,2022.0,4.0,Monday,False
ORD-13851,Jeans,Jeans,Levi'S,Blue,Small,Female,Polyester,Summer,333.26,0.32,8.0,1812.93,2022-04-14,2022-04-16,Tunis,Cash,Delivered,3.6,,False,False,2665.4,2022.0,4.0,Thursday,False
ORD-86646,Dress,Dress,Mango,Blue,Large,Male,Silk,Spring,390.43,0.09,2.0,710.58,2022-07-22,2022-12-10,Amman,Online,Pending,4.7,,False,False,779.95,,,,False
ORD-39503,Skirt,Skirt,Mango,Red,Extra Small,Female,Cotton,Spring,115.55,0.27,16.0,1349.62,2022-09-22,2022-09-27,Doha,Installment,Pending,5.0,Defective,False,False,1848.07,2022.0,9.0,Thursday,False
ORD-58121,Blazer,Blazer,Nike,Grey,Medium,Kids,Linen,Summer,169.6,0.47,7.0,629.22,2023-06-03,2023-10-03,Amman,Credit Card,Pending,3.9,,False,False,1186.67,2023.0,6.0,Saturday,False
ORD-23485,Shorts,Shorts,Gucci,Pink,Large,Male,Wool,Spring,27.06,0.06,15.0,381.55,2024-11-05,2024-11-11,Dubai,Installment,Processing,2.6,,False,False,404.96,2024.0,11.0,Tuesday,False
ORD-56504,Jacket,Jacket,Puma,Pink,Large,Kids,Silk,Spring,35.97,0.17,2.0,,2023-08-17,2023-08-18,Amman,Cash,Pending,3.8,Defective,False,False,71.11,2023.0,8.0,Thursday,False
ORD-13128,Dress,Dress,Adidas,Blue,Extra Large,Female,Silk,Winter,471.12,0.28,19.0,6355.41,2022-06-19,2022-06-24,Tunis,Debit Card,Returned,4.4,Changed Mind,False,False,8950.560000000001,2022.0,6.0,Sunday,False
ORD-81197,Jacket,Jacket,Uniqlo,Pink,Medium,Kids,Linen,Winter,423.34,0.48,2.0,440.27,2024-03-14,2024-03-16,Cairo,Debit Card,Delivered,2.1,Late Delivery,False,False,846.16,2024.0,3.0,Thursday,False
ORD-89062,Jacket,Jacket,Levi'S,Brown,Small,Unisex,Denim,Summer,277.37,0.37,8.0,1397.94,2023-02-05,2023-05-15,Alexandria,Cash,Processing,2.9,Wrong Size,False,False,2218.33,2023.0,2.0,Sunday,False
ORD-88009,Dress,Dress,Mango,Black,Medium,Unisex,Nylon,Autumn,119.04,0.04,20.0,2285.57,2024-01-29,2024-10-05,Casablanca,Online,Pending,1.4,Changed Mind,False,False,2379.84,2024.0,1.0,Monday,False
ORD-43176,Dress,Dress,Uniqlo,Black,Extra Large,Female,Nylon,Spring,456.19,0.43,11.0,,2024-12-19,2024-12-21,Dubai,Debit Card,Returned,5.0,,False,False,5017.52,2024.0,12.0,Thursday,False
ORD-71711,Sweater,Sweater,Uniqlo,Blue,Extra Extra Large,Unisex,Cotton,Spring,235.34,0.04,18.0,4066.68,2023-08-19,2023-08-22,Cairo,Credit Card,Cancelled,3.9,,False,False,4235.16,2023.0,8.0,Saturday,False
ORD-39777,Jacket,Jacket,Adidas,Brown,Large,Female,Cotton,Spring,328.44,0.41,17.0,3294.25,2022-07-22,2024-01-13,Amman,Cash,Returned,3.4,,False,False,5582.889999999999,,,,False
ORD-57106,T-Shirt,T-Shirt,Gucci,Red,Extra Large,Female,Silk,Winter,497.69,0.39,11.0,3339.5,2023-01-16,2024-10-05,Dubai,Online,Returned,0.0,Wrong Size,False,False,5473.9800000000005,2023.0,1.0,Monday,False
ORD-86948,Sweater,Sweater,Gucci,Blue,Extra Large,Kids,Cotton,Spring,209.66,0.45,4.0,,2023-01-05,2023-01-10,Doha,Cash,Delivered,3.2,,False,False,838.09,2023.0,1.0,Thursday,False
ORD-16700,Blazer,Blazer,Forever21,White,Extra Small,Female,Silk,Autumn,90.75,0.13,16.0,1263.24,2024-04-28,2024-05-04,Dubai,Installment,Processing,2.5,Late Delivery,False,False,1451.13,2024.0,4.0,Sunday,False
ORD-28631,Jeans,Jeans,H&M,Pink,Extra Extra Large,Unisex,Linen,Winter,410.46,0.16,4.0,1379.15,2023-02-03,2023-02-16,Casablanca,Cash,Delivered,4.5,,False,False,1641.0,2023.0,2.0,Friday,False
ORD-80015,Skirt,Skirt,Zara,Pink,Large,Female,Leather,Spring,180.68,0.28,5.0,650.45,2022-09-25,2022-09-26,Amman,Cash,Processing,0.0,Changed Mind,False,False,902.6800000000001,2022.0,9.0,Sunday,False
ORD-69344,T-Shirt,T-Shirt,Uniqlo,Purple,Medium,Unisex,Leather,Autumn,72.53,0.5,5.0,181.32,2023-03-29,2023-04-09,Dubai,Cash,Delivered,1.9,Defective,False,False,362.15,2023.0,3.0,Wednesday,False
ORD-98470,Shorts,Shorts,Zara,White,Medium,Kids,Linen,Spring,471.94,0.11,14.0,5880.37,2023-06-26,2023-07-06,Kuwait,Installment,Processing,2.2,,False,False,6606.2699999999995,2023.0,6.0,Monday,False
ORD-14319,Blazer,Blazer,Zara,Grey,Medium,Male,Wool,Autumn,446.85,0.3,6.0,1876.77,2024-03-04,2024-07-04,Kuwait,Cash,Returned,2.1,Defective,False,False,2680.4000000000005,2024.0,3.0,Monday,False
ORD-46415,Shorts,Shorts,Puma,Green,Small,Unisex,Leather,Winter,321.56,0.08,7.0,-2070.85,2024-02-16,2024-10-05,Tunis,Online,Cancelled,1.8,,False,False,2250.0,2024.0,2.0,Friday,False
ORD-81143,Skirt,Skirt,Mango,Blue,Extra Small,Female,Linen,Summer,148.85,0.23,19.0,2177.68,2024-12-02,2024-12-04,Casablanca,Cash,Cancelled,2.3,,False,False,2827.38,2024.0,12.0,Monday,False
ORD-17237,Hoodie,Hoodie,Zara,Pink,Medium,Unisex,Linen,Summer,383.31,0.24,13.0,3787.1,2022-09-28,2022-09-30,Riyadh,Installment,Pending,0.0,,False,False,4982.2699999999995,2022.0,9.0,Wednesday,False
